flight_id,carrier,origin,dest,scheduled_departure,departure_delay,arrival_delay,air_time,distance
1148,JB,DFW,SFO,2023-02-17 19:00:00,0.0,3.0,145,846
1149,UA,DFW,SEA,2023-02-17 20:00:00,6.0,0.0,30,905
1150,SW,ORD,SFO,2023-02-17 21:00:00,25.0,-10.0,147,926
1151,UA,DFW,SEA,2023-02-17 22:00:00,10.0,26.0,151,722
1152,SW,LAX,SEA,2023-02-17 23:00:00,26.0,-10.0,73,490
1153,SW,JFK,PHX,2023-02-18 00:00:00,0.0,12.0,102,1149
1154,JB,DFW,ATL,2023-02-18 01:00:00,0.0,14.0,66,773
1155,DL,DEN,PHX,2023-02-18 02:00:00,0.0,-9.0,135,631
1156,UA,DFW,PHX,2023-02-18 03:00:00,2.0,59.0,80,988
1157,DL,JFK,PHX,2023-02-18 04:00:00,38.0,5.0,90,1231
1158,SW,JFK,SEA,2023-02-18 05:00:00,0.0,52.0,141,905
1159,AA,LAX,ATL,2023-02-18 06:00:00,0.0,-10.0,72,1066
1160,UA,ORD,SFO,2023-02-18 07:00:00,23.0,6.0,116,939
1161,DL,LAX,SFO,2023-02-18 08:00:00,,-10.0,94,992
1162,DL,ORD,MIA,2023-02-18 09:00:00,2.0,-9.0,69,608
1163,SW,JFK,SEA,2023-02-18 10:00:00,0.0,-10.0,162,1001
1164,DL,DEN,ATL,2023-02-18 11:00:00,12.0,-6.0,191,460
1165,UA,LAX,SEA,2023-02-18 12:00:00,35.0,3.0,152,902
1166,JB,DEN,PHX,2023-02-18 13:00:00,27.0,-10.0,160,713
1167,JB,DFW,ATL,2023-02-18 14:00:00,32.0,-10.0,132,1139
1168,AA,ORD,ATL,2023-02-18 15:00:00,63.0,2.0,172,908
1169,DL,JFK,PHX,2023-02-18 16:00:00,0.0,38.0,173,663
1170,DL,DFW,ATL,2023-02-18 17:00:00,33.0,37.0,124,1395
1171,SW,LAX,ATL,2023-02-18 18:00:00,0.0,46.0,149,977
1172,UA,LAX,SFO,2023-02-18 19:00:00,0.0,37.0,142,1324
1173,UA,DFW,SEA,2023-02-18 20:00:00,0.0,10.0,133,920
1174,AA,ORD,PHX,2023-02-18 21:00:00,31.0,-2.0,162,862
1175,DL,ORD,SEA,2023-02-18 22:00:00,11.0,-10.0,160,1102
1176,JB,DFW,MIA,2023-02-18 23:00:00,0.0,-10.0,49,808
1177,SW,JFK,ATL,2023-02-19 00:00:00,1.0,-10.0,133,698
1178,SW,ORD,SEA,2023-02-19 01:00:00,19.0,17.0,119,453
1179,SW,DEN,MIA,2023-02-19 02:00:00,24.0,-10.0,67,946
1180,JB,LAX,ATL,2023-02-19 03:00:00,0.0,5.0,51,1035
1181,JB,ORD,ATL,2023-02-19 04:00:00,39.0,12.0,147,633
1182,DL,LAX,SFO,2023-02-19 05:00:00,26.0,-6.0,79,756
1183,DL,LAX,PHX,2023-02-19 06:00:00,42.0,-10.0,202,690
1184,UA,ORD,PHX,2023-02-19 07:00:00,49.0,-10.0,158,335
1185,SW,JFK,ATL,2023-02-19 08:00:00,0.0,-10.0,129,613
1186,SW,JFK,ATL,2023-02-19 09:00:00,19.0,-4.0,125,1115
1187,DL,ORD,PHX,2023-02-19 10:00:00,,-10.0,133,860
1188,AA,ORD,SEA,2023-02-19 11:00:00,20.0,-8.0,78,1036
1189,SW,JFK,PHX,2023-02-19 12:00:00,18.0,9.0,190,1053
1190,AA,DFW,SFO,2023-02-19 13:00:00,88.0,-2.0,186,640
1191,JB,ORD,SEA,2023-02-19 14:00:00,22.0,0.0,72,1113
1192,SW,DEN,PHX,2023-02-19 15:00:00,64.0,-10.0,128,596
1193,UA,LAX,SEA,2023-02-19 16:00:00,38.0,-6.0,133,871
1194,SW,DFW,PHX,2023-02-19 17:00:00,108.0,0.0,112,991
1195,DL,LAX,MIA,2023-02-19 18:00:00,0.0,21.0,53,875
1196,AA,DFW,ATL,2023-02-19 19:00:00,0.0,-7.0,128,1183
1197,SW,JFK,SEA,2023-02-19 20:00:00,0.0,32.0,93,605
1198,UA,DEN,MIA,2023-02-19 21:00:00,0.0,28.0,117,1124
1199,SW,JFK,ATL,2023-02-19 22:00:00,8.0,22.0,126,1028
1200,SW,JFK,PHX,2023-02-19 23:00:00,0.0,13.0,152,674
1201,UA,ORD,ATL,2023-02-20 00:00:00,69.0,-4.0,242,950
1202,UA,JFK,SFO,2023-02-20 01:00:00,38.0,-10.0,123,712
1203,AA,DEN,MIA,2023-02-20 02:00:00,4.0,15.0,124,841
1204,JB,JFK,SEA,2023-02-20 03:00:00,25.0,10.0,66,1291
1205,AA,DEN,SEA,2023-02-20 04:00:00,13.0,-10.0,133,1289
1206,JB,ORD,ATL,2023-02-20 05:00:00,0.0,8.0,157,806
1207,SW,DFW,SFO,2023-02-20 06:00:00,0.0,10.0,125,1373
1208,DL,ORD,SEA,2023-02-20 07:00:00,0.0,-10.0,66,956
1209,DL,JFK,MIA,2023-02-20 08:00:00,0.0,12.0,110,1033
1210,AA,LAX,SFO,2023-02-20 09:00:00,0.0,45.0,185,687
1211,JB,LAX,SEA,2023-02-20 10:00:00,42.0,13.0,72,878
1212,SW,JFK,SFO,2023-02-20 11:00:00,0.0,-4.0,110,948
1213,JB,LAX,PHX,2023-02-20 12:00:00,10.0,-10.0,96,716
1214,JB,DEN,MIA,2023-02-20 13:00:00,1.0,68.0,116,986
1215,JB,DEN,MIA,2023-02-20 14:00:00,36.0,8.0,166,667
1216,UA,DFW,PHX,2023-02-20 15:00:00,0.0,20.0,113,659
1217,AA,DFW,PHX,2023-02-20 16:00:00,100.0,-3.0,118,1189
1218,DL,DEN,SEA,2023-02-20 17:00:00,42.0,-4.0,161,682
1219,DL,ORD,PHX,2023-02-20 18:00:00,,64.0,73,837
1220,JB,LAX,SEA,2023-02-20 19:00:00,22.0,-3.0,58,1104
1221,UA,LAX,SEA,2023-02-20 20:00:00,65.0,23.0,125,768
1222,SW,JFK,SEA,2023-02-20 21:00:00,45.0,-10.0,196,1501
1223,DL,JFK,MIA,2023-02-20 22:00:00,0.0,-10.0,115,1030
1224,JB,JFK,PHX,2023-02-20 23:00:00,7.0,4.0,113,1262
1225,AA,DFW,PHX,2023-02-21 00:00:00,0.0,5.0,70,1294
1226,AA,JFK,SEA,2023-02-21 01:00:00,16.0,30.0,115,874
1227,JB,LAX,ATL,2023-02-21 02:00:00,,14.0,95,1196
1228,UA,JFK,SEA,2023-02-21 03:00:00,25.0,-10.0,54,708
1229,UA,DEN,SFO,2023-02-21 04:00:00,30.0,9.0,114,1275
1230,AA,DEN,PHX,2023-02-21 05:00:00,4.0,13.0,133,1032
1231,DL,ORD,ATL,2023-02-21 06:00:00,36.0,21.0,88,782
1232,DL,ORD,MIA,2023-02-21 07:00:00,0.0,50.0,157,1178
1233,SW,DFW,SFO,2023-02-21 08:00:00,47.0,20.0,40,1164
1234,JB,ORD,SFO,2023-02-21 09:00:00,60.0,-10.0,81,913
1235,SW,LAX,PHX,2023-02-21 10:00:00,0.0,3.0,102,689
1236,UA,ORD,PHX,2023-02-21 11:00:00,,-10.0,146,611
1237,JB,DEN,SFO,2023-02-21 12:00:00,38.0,41.0,107,1084
1238,AA,DEN,PHX,2023-02-21 13:00:00,0.0,-10.0,108,1181
1239,SW,DEN,SFO,2023-02-21 14:00:00,0.0,1.0,94,699
1240,DL,DFW,SEA,2023-02-21 15:00:00,0.0,,119,816
1241,SW,DFW,PHX,2023-02-21 16:00:00,41.0,1.0,159,764
1242,UA,DEN,SFO,2023-02-21 17:00:00,16.0,34.0,108,945
1243,SW,LAX,SFO,2023-02-21 18:00:00,0.0,6.0,95,738
1244,JB,DFW,SFO,2023-02-21 19:00:00,0.0,-10.0,151,1274
1245,SW,JFK,SFO,2023-02-21 20:00:00,0.0,2.0,79,872
1246,JB,JFK,MIA,2023-02-21 21:00:00,37.0,-10.0,74,682
1247,UA,LAX,MIA,2023-02-21 22:00:00,10.0,-6.0,131,439
1248,AA,DFW,PHX,2023-02-21 23:00:00,0.0,2.0,113,791
1249,JB,DEN,SFO,2023-02-22 00:00:00,0.0,31.0,75,1307
1250,AA,ORD,SFO,2023-02-22 01:00:00,45.0,5.0,233,497
1251,AA,LAX,ATL,2023-02-22 02:00:00,68.0,22.0,133,539
1252,JB,ORD,SEA,2023-02-22 03:00:00,14.0,-3.0,174,488
1253,AA,JFK,MIA,2023-02-22 04:00:00,44.0,-6.0,163,949
1254,UA,DFW,PHX,2023-02-22 05:00:00,0.0,-10.0,119,419
1255,AA,JFK,SEA,2023-02-22 06:00:00,26.0,-10.0,109,743
1256,JB,JFK,MIA,2023-02-22 07:00:00,10.0,-10.0,137,835
1257,JB,DFW,SFO,2023-02-22 08:00:00,0.0,11.0,178,1189
1258,DL,ORD,SEA,2023-02-22 09:00:00,39.0,-4.0,162,865
1259,AA,JFK,PHX,2023-02-22 10:00:00,61.0,15.0,100,510
1260,JB,DEN,PHX,2023-02-22 11:00:00,0.0,-10.0,130,369
1261,JB,ORD,PHX,2023-02-22 12:00:00,0.0,-10.0,115,625
1262,UA,LAX,MIA,2023-02-22 13:00:00,35.0,-10.0,124,996
1263,DL,LAX,ATL,2023-02-22 14:00:00,45.0,20.0,72,551
1264,AA,JFK,ATL,2023-02-22 15:00:00,0.0,15.0,121,1228
1265,UA,DEN,PHX,2023-02-22 16:00:00,0.0,41.0,158,382
1266,DL,DEN,ATL,2023-02-22 17:00:00,19.0,-7.0,97,904
1267,DL,JFK,PHX,2023-02-22 18:00:00,6.0,-10.0,101,952
1268,UA,DFW,SEA,2023-02-22 19:00:00,0.0,-10.0,155,505
1269,JB,JFK,ATL,2023-02-22 20:00:00,37.0,-10.0,68,834
1270,AA,DFW,ATL,2023-02-22 21:00:00,62.0,9.0,184,933
1271,UA,ORD,PHX,2023-02-22 22:00:00,27.0,-10.0,67,921
1272,JB,LAX,PHX,2023-02-22 23:00:00,18.0,8.0,174,602
1273,DL,DEN,SFO,2023-02-23 00:00:00,0.0,17.0,157,690
1274,JB,ORD,SEA,2023-02-23 01:00:00,5.0,22.0,90,750
1275,AA,DEN,MIA,2023-02-23 02:00:00,,7.0,129,981
1276,AA,ORD,SFO,2023-02-23 03:00:00,0.0,8.0,142,1177
1277,SW,JFK,SFO,2023-02-23 04:00:00,0.0,-10.0,85,684
1278,JB,ORD,MIA,2023-02-23 05:00:00,9.0,15.0,98,526
1279,UA,LAX,PHX,2023-02-23 06:00:00,82.0,28.0,45,773
1280,UA,ORD,SFO,2023-02-23 07:00:00,1.0,,103,554
1281,DL,ORD,MIA,2023-02-23 08:00:00,0.0,-10.0,133,1224
1282,JB,LAX,SEA,2023-02-23 09:00:00,0.0,22.0,151,429
1283,UA,JFK,PHX,2023-02-23 10:00:00,98.0,8.0,149,1017
1284,SW,DFW,MIA,2023-02-23 11:00:00,21.0,-5.0,87,980
1285,SW,DFW,MIA,2023-02-23 12:00:00,0.0,30.0,99,872
1286,UA,DFW,SFO,2023-02-23 13:00:00,71.0,,154,787
1287,AA,LAX,PHX,2023-02-23 14:00:00,18.0,-10.0,85,624
1288,DL,ORD,MIA,2023-02-23 15:00:00,0.0,7.0,120,715
1289,JB,DEN,ATL,2023-02-23 16:00:00,0.0,55.0,51,1198
1290,AA,DFW,ATL,2023-02-23 17:00:00,6.0,-10.0,141,1429
1291,JB,ORD,ATL,2023-02-23 18:00:00,0.0,0.0,154,978
1292,DL,JFK,SFO,2023-02-23 19:00:00,41.0,-7.0,139,919
1293,JB,DFW,PHX,2023-02-23 20:00:00,0.0,19.0,91,1320
1294,SW,JFK,MIA,2023-02-23 21:00:00,26.0,26.0,61,1561
1295,AA,JFK,SFO,2023-02-23 22:00:00,0.0,-2.0,97,1054
1296,AA,DFW,SFO,2023-02-23 23:00:00,14.0,7.0,74,857
1297,AA,DFW,ATL,2023-02-24 00:00:00,19.0,-10.0,173,443
1298,AA,LAX,ATL,2023-02-24 01:00:00,0.0,14.0,139,1158
1299,AA,JFK,ATL,2023-02-24 02:00:00,0.0,16.0,151,519
1300,AA,DEN,SEA,2023-02-24 03:00:00,8.0,48.0,136,273
1301,UA,LAX,MIA,2023-02-24 04:00:00,0.0,-5.0,122,1105
1302,UA,DFW,MIA,2023-02-24 05:00:00,22.0,-10.0,99,1045
1303,SW,JFK,MIA,2023-02-24 06:00:00,0.0,-10.0,98,813
1304,DL,JFK,ATL,2023-02-24 07:00:00,68.0,,141,1535
1305,JB,ORD,SEA,2023-02-24 08:00:00,37.0,-10.0,121,1069
1306,SW,LAX,PHX,2023-02-24 09:00:00,,-8.0,92,1457
1307,DL,JFK,ATL,2023-02-24 10:00:00,18.0,,116,963
1308,DL,DEN,MIA,2023-02-24 11:00:00,,17.0,67,737
1309,JB,LAX,SEA,2023-02-24 12:00:00,,6.0,101,909
1310,AA,ORD,ATL,2023-02-24 13:00:00,58.0,70.0,53,570
1311,JB,DFW,PHX,2023-02-24 14:00:00,0.0,14.0,109,963
1312,SW,DEN,PHX,2023-02-24 15:00:00,0.0,16.0,109,1002
1313,JB,DEN,SEA,2023-02-24 16:00:00,0.0,20.0,156,647
1314,UA,DEN,ATL,2023-02-24 17:00:00,25.0,-1.0,114,873
1315,JB,DEN,PHX,2023-02-24 18:00:00,0.0,38.0,159,576
1316,AA,LAX,PHX,2023-02-24 19:00:00,33.0,29.0,46,1198
1317,SW,DEN,MIA,2023-02-24 20:00:00,0.0,-10.0,81,499
1318,DL,DFW,SEA,2023-02-24 21:00:00,37.0,-10.0,92,394
1319,UA,LAX,SEA,2023-02-24 22:00:00,3.0,19.0,165,941
1320,DL,ORD,MIA,2023-02-24 23:00:00,18.0,9.0,75,1112
1321,AA,DEN,PHX,2023-02-25 00:00:00,13.0,-7.0,147,751
1322,AA,JFK,SEA,2023-02-25 01:00:00,87.0,15.0,46,491
1323,JB,ORD,SEA,2023-02-25 02:00:00,0.0,-10.0,162,883
1324,SW,DFW,ATL,2023-02-25 03:00:00,14.0,15.0,130,832
1325,JB,JFK,SFO,2023-02-25 04:00:00,0.0,-10.0,139,100
1326,DL,LAX,ATL,2023-02-25 05:00:00,6.0,-10.0,98,509
1327,AA,ORD,ATL,2023-02-25 06:00:00,60.0,31.0,90,1052
1328,JB,JFK,ATL,2023-02-25 07:00:00,6.0,8.0,83,1014
1329,AA,LAX,PHX,2023-02-25 08:00:00,38.0,2.0,112,522
1330,UA,JFK,ATL,2023-02-25 09:00:00,52.0,-8.0,155,665
1331,JB,ORD,SEA,2023-02-25 10:00:00,0.0,12.0,110,389
1332,AA,DEN,SFO,2023-02-25 11:00:00,32.0,,162,1091
1333,JB,DFW,PHX,2023-02-25 12:00:00,17.0,35.0,50,325
1334,AA,DFW,SEA,2023-02-25 13:00:00,,0.0,164,1112
1335,SW,DEN,PHX,2023-02-25 14:00:00,10.0,7.0,219,1062
1336,UA,ORD,SFO,2023-02-25 15:00:00,0.0,7.0,47,543
1337,DL,DFW,ATL,2023-02-25 16:00:00,29.0,2.0,58,1446
1338,DL,ORD,MIA,2023-02-25 17:00:00,0.0,0.0,116,659
1339,AA,DFW,MIA,2023-02-25 18:00:00,53.0,-10.0,138,566
1340,SW,DFW,ATL,2023-02-25 19:00:00,14.0,-10.0,149,1002
1341,SW,DFW,ATL,2023-02-25 20:00:00,18.0,-10.0,188,1126
1342,JB,JFK,SEA,2023-02-25 21:00:00,21.0,19.0,175,532
1343,SW,LAX,ATL,2023-02-25 22:00:00,29.0,12.0,126,901
1344,JB,JFK,ATL,2023-02-25 23:00:00,0.0,-10.0,82,1637
1345,JB,DFW,ATL,2023-02-26 00:00:00,4.0,,125,718
1346,UA,LAX,SEA,2023-02-26 01:00:00,11.0,3.0,84,622
1347,AA,LAX,SFO,2023-02-26 02:00:00,0.0,-9.0,99,695
1348,DL,JFK,MIA,2023-02-26 03:00:00,6.0,-10.0,47,715
1349,SW,ORD,SEA,2023-02-26 04:00:00,18.0,-10.0,131,1043
1350,JB,LAX,SEA,2023-02-26 05:00:00,0.0,,144,863
1351,JB,DFW,ATL,2023-02-26 06:00:00,0.0,2.0,76,891
1352,AA,DEN,SFO,2023-02-26 07:00:00,0.0,,172,811
1353,AA,DFW,SEA,2023-02-26 08:00:00,23.0,20.0,180,1347
1354,SW,JFK,SFO,2023-02-26 09:00:00,0.0,11.0,137,820
1355,JB,ORD,MIA,2023-02-26 10:00:00,0.0,38.0,118,954
1356,DL,JFK,SFO,2023-02-26 11:00:00,,-10.0,175,1010
1357,DL,DFW,SEA,2023-02-26 12:00:00,0.0,-3.0,165,443
1358,AA,ORD,ATL,2023-02-26 13:00:00,24.0,-10.0,56,836
1359,UA,DEN,MIA,2023-02-26 14:00:00,44.0,-5.0,130,1208
1360,UA,JFK,MIA,2023-02-26 15:00:00,34.0,-10.0,162,633
1361,DL,JFK,MIA,2023-02-26 16:00:00,35.0,-10.0,120,853
1362,SW,DEN,PHX,2023-02-26 17:00:00,0.0,41.0,95,1021
1363,SW,ORD,PHX,2023-02-26 18:00:00,2.0,-2.0,145,907
1364,SW,DEN,SFO,2023-02-26 19:00:00,47.0,21.0,104,925
1365,DL,ORD,SEA,2023-02-26 20:00:00,0.0,9.0,129,1398
1366,JB,ORD,SEA,2023-02-26 21:00:00,78.0,15.0,179,1171
1367,SW,JFK,ATL,2023-02-26 22:00:00,,-10.0,73,849
1368,UA,JFK,PHX,2023-02-26 23:00:00,56.0,10.0,85,808
1369,DL,JFK,ATL,2023-02-27 00:00:00,39.0,7.0,53,587
1370,DL,ORD,SEA,2023-02-27 01:00:00,11.0,,124,989
1371,DL,JFK,MIA,2023-02-27 02:00:00,42.0,-3.0,94,598
1372,SW,DFW,SEA,2023-02-27 03:00:00,0.0,28.0,97,669
1373,DL,JFK,SFO,2023-02-27 04:00:00,22.0,39.0,69,1026
1374,AA,LAX,SFO,2023-02-27 05:00:00,0.0,-10.0,151,1042
1375,UA,LAX,SFO,2023-02-27 06:00:00,0.0,11.0,166,466
1376,SW,DEN,SFO,2023-02-27 07:00:00,17.0,27.0,192,731
1377,SW,DFW,MIA,2023-02-27 08:00:00,5.0,21.0,64,955
1378,AA,DEN,SEA,2023-02-27 09:00:00,26.0,-2.0,119,699
1379,SW,JFK,MIA,2023-02-27 10:00:00,2.0,-10.0,97,858
1380,DL,JFK,SFO,2023-02-27 11:00:00,45.0,14.0,174,748
1381,DL,ORD,ATL,2023-02-27 12:00:00,26.0,21.0,169,991
1382,DL,DEN,MIA,2023-02-27 13:00:00,0.0,-10.0,115,908
1383,JB,JFK,SFO,2023-02-27 14:00:00,39.0,-7.0,106,254
1384,JB,LAX,PHX,2023-02-27 15:00:00,16.0,8.0,97,1189
1385,AA,DFW,SEA,2023-02-27 16:00:00,5.0,29.0,102,653
1386,DL,JFK,SFO,2023-02-27 17:00:00,24.0,-1.0,203,615
1387,SW,DEN,MIA,2023-02-27 18:00:00,40.0,-10.0,224,312
1388,UA,JFK,PHX,2023-02-27 19:00:00,23.0,24.0,153,938
1389,AA,ORD,SFO,2023-02-27 20:00:00,0.0,-7.0,199,1356
1390,JB,DEN,SEA,2023-02-27 21:00:00,0.0,-8.0,62,765
1391,AA,LAX,SFO,2023-02-27 22:00:00,0.0,-10.0,178,724
1392,UA,LAX,PHX,2023-02-27 23:00:00,39.0,5.0,108,500
1393,AA,ORD,MIA,2023-02-28 00:00:00,0.0,-10.0,174,884
1394,SW,LAX,MIA,2023-02-28 01:00:00,18.0,22.0,92,997
1395,AA,DEN,PHX,2023-02-28 02:00:00,0.0,41.0,134,924
1396,UA,ORD,SEA,2023-02-28 03:00:00,0.0,-10.0,87,568
1397,SW,DFW,ATL,2023-02-28 04:00:00,0.0,-10.0,70,1122
1398,DL,ORD,SFO,2023-02-28 05:00:00,,28.0,159,1295
1399,SW,DFW,ATL,2023-02-28 06:00:00,37.0,6.0,134,864
1400,SW,DEN,PHX,2023-02-28 07:00:00,27.0,48.0,158,1206
1401,SW,ORD,PHX,2023-02-28 08:00:00,39.0,25.0,146,1685
1402,JB,ORD,MIA,2023-02-28 09:00:00,7.0,-10.0,152,1458
1403,UA,DFW,PHX,2023-02-28 10:00:00,0.0,-10.0,193,1083
1404,UA,DEN,SFO,2023-02-28 11:00:00,4.0,38.0,173,1102
1405,SW,DEN,SFO,2023-02-28 12:00:00,0.0,7.0,242,957
1406,JB,ORD,MIA,2023-02-28 13:00:00,33.0,-10.0,73,407
1407,UA,DFW,SFO,2023-02-28 14:00:00,33.0,21.0,102,907
1408,AA,ORD,MIA,2023-02-28 15:00:00,42.0,-10.0,119,1030
1409,AA,DFW,SEA,2023-02-28 16:00:00,0.0,,98,774
1410,DL,ORD,MIA,2023-02-28 17:00:00,,15.0,80,1043
1411,JB,LAX,PHX,2023-02-28 18:00:00,31.0,28.0,129,460
1412,JB,LAX,PHX,2023-02-28 19:00:00,23.0,0.0,125,447
1413,SW,ORD,PHX,2023-02-28 20:00:00,0.0,0.0,98,1285
1414,AA,DEN,PHX,2023-02-28 21:00:00,15.0,32.0,106,498
1415,UA,LAX,PHX,2023-02-28 22:00:00,31.0,36.0,148,178
1416,JB,ORD,SEA,2023-02-28 23:00:00,0.0,-8.0,95,955
1417,DL,LAX,SFO,2023-03-01 00:00:00,22.0,49.0,140,1340
1418,UA,ORD,SFO,2023-03-01 01:00:00,18.0,35.0,153,1366
1419,SW,LAX,ATL,2023-03-01 02:00:00,31.0,-9.0,71,932
1420,UA,DEN,MIA,2023-03-01 03:00:00,22.0,-10.0,150,993
1421,AA,ORD,SEA,2023-03-01 04:00:00,33.0,16.0,66,1118
1422,DL,DFW,SEA,2023-03-01 05:00:00,62.0,51.0,111,752
1423,DL,DFW,PHX,2023-03-01 06:00:00,13.0,10.0,205,910
1424,UA,ORD,MIA,2023-03-01 07:00:00,0.0,46.0,179,822
1425,JB,JFK,SEA,2023-03-01 08:00:00,6.0,23.0,91,847
1426,JB,JFK,SFO,2023-03-01 09:00:00,0.0,35.0,58,1009
1427,SW,DEN,MIA,2023-03-01 10:00:00,4.0,-10.0,100,422
1428,SW,JFK,ATL,2023-03-01 11:00:00,23.0,-10.0,133,1105
1429,SW,DEN,ATL,2023-03-01 12:00:00,0.0,24.0,128,248
1430,JB,DEN,SEA,2023-03-01 13:00:00,,-10.0,86,1045
1431,AA,ORD,SEA,2023-03-01 14:00:00,70.0,22.0,31,827
1432,JB,DEN,MIA,2023-03-01 15:00:00,0.0,21.0,63,674
1433,JB,ORD,PHX,2023-03-01 16:00:00,0.0,-10.0,73,839
1434,UA,DEN,SFO,2023-03-01 17:00:00,45.0,8.0,136,1258
1435,DL,DFW,SFO,2023-03-01 18:00:00,0.0,-10.0,123,801
1436,JB,JFK,ATL,2023-03-01 19:00:00,,41.0,55,701
1437,JB,DEN,PHX,2023-03-01 20:00:00,50.0,15.0,142,841
1438,UA,DEN,ATL,2023-03-01 21:00:00,0.0,34.0,42,956
1439,SW,JFK,SEA,2023-03-01 22:00:00,0.0,14.0,103,615
1440,DL,JFK,ATL,2023-03-01 23:00:00,34.0,11.0,105,736
1441,UA,JFK,MIA,2023-03-02 00:00:00,,9.0,62,851
1442,DL,LAX,SEA,2023-03-02 01:00:00,0.0,-10.0,83,873
1443,DL,JFK,SFO,2023-03-02 02:00:00,0.0,24.0,35,1316
1444,JB,DFW,MIA,2023-03-02 03:00:00,,-10.0,66,406
1445,JB,ORD,PHX,2023-03-02 04:00:00,0.0,-10.0,124,1110
1446,SW,DEN,MIA,2023-03-02 05:00:00,0.0,31.0,112,959
1447,AA,ORD,MIA,2023-03-02 06:00:00,57.0,-10.0,90,597
1448,JB,LAX,MIA,2023-03-02 07:00:00,0.0,-3.0,150,1286
1449,JB,JFK,SEA,2023-03-02 08:00:00,6.0,4.0,113,1091
1450,DL,LAX,SEA,2023-03-02 09:00:00,0.0,1.0,136,755
1451,SW,ORD,ATL,2023-03-02 10:00:00,,,155,771
1452,UA,ORD,SEA,2023-03-02 11:00:00,8.0,37.0,79,1209
1453,DL,JFK,MIA,2023-03-02 12:00:00,3.0,-10.0,103,467
1454,AA,JFK,ATL,2023-03-02 13:00:00,0.0,-10.0,90,1061
1455,DL,DFW,MIA,2023-03-02 14:00:00,,-10.0,189,1297
1456,UA,LAX,PHX,2023-03-02 15:00:00,27.0,44.0,39,806
1457,JB,DEN,MIA,2023-03-02 16:00:00,15.0,19.0,147,1292
1458,JB,LAX,MIA,2023-03-02 17:00:00,0.0,-10.0,88,1167
1459,JB,DFW,SFO,2023-03-02 18:00:00,0.0,-10.0,102,985
1460,DL,JFK,ATL,2023-03-02 19:00:00,39.0,57.0,62,367
1461,AA,DFW,SFO,2023-03-02 20:00:00,0.0,-10.0,73,973
1462,JB,DFW,ATL,2023-03-02 21:00:00,0.0,-7.0,124,783
1463,AA,LAX,SEA,2023-03-02 22:00:00,0.0,18.0,63,633
1464,SW,LAX,MIA,2023-03-02 23:00:00,16.0,-8.0,125,100
1465,JB,DFW,SEA,2023-03-03 00:00:00,13.0,-10.0,79,625
1466,JB,JFK,ATL,2023-03-03 01:00:00,0.0,-4.0,121,100
1467,JB,DFW,SEA,2023-03-03 02:00:00,33.0,40.0,66,717
1468,UA,DEN,PHX,2023-03-03 03:00:00,57.0,-10.0,93,988
1469,DL,JFK,MIA,2023-03-03 04:00:00,0.0,15.0,59,1675
1470,AA,DEN,SFO,2023-03-03 05:00:00,10.0,12.0,189,538
1471,UA,DEN,SFO,2023-03-03 06:00:00,19.0,-10.0,146,313
1472,DL,LAX,PHX,2023-03-03 07:00:00,22.0,59.0,105,763
1473,DL,ORD,ATL,2023-03-03 08:00:00,7.0,7.0,117,694
1474,DL,DFW,PHX,2023-03-03 09:00:00,51.0,3.0,122,1150
1475,DL,DFW,MIA,2023-03-03 10:00:00,0.0,24.0,152,1105
1476,UA,LAX,SFO,2023-03-03 11:00:00,0.0,-4.0,150,834
1477,SW,DEN,SEA,2023-03-03 12:00:00,0.0,,108,1018
1478,DL,JFK,PHX,2023-03-03 13:00:00,22.0,-10.0,97,543
1479,JB,ORD,PHX,2023-03-03 14:00:00,0.0,25.0,98,831
1480,SW,LAX,MIA,2023-03-03 15:00:00,8.0,-10.0,85,865
1481,DL,LAX,PHX,2023-03-03 16:00:00,40.0,-2.0,108,1121
1482,AA,DEN,SEA,2023-03-03 17:00:00,46.0,19.0,70,788
1483,AA,JFK,SEA,2023-03-03 18:00:00,54.0,19.0,158,765
1484,UA,JFK,ATL,2023-03-03 19:00:00,18.0,-10.0,104,1171
1485,JB,LAX,ATL,2023-03-03 20:00:00,0.0,-10.0,86,882
1486,JB,LAX,SEA,2023-03-03 21:00:00,8.0,46.0,140,875
1487,AA,LAX,MIA,2023-03-03 22:00:00,25.0,10.0,82,1049
1488,AA,DFW,SFO,2023-03-03 23:00:00,0.0,-2.0,147,1127
1489,AA,LAX,SFO,2023-03-04 00:00:00,11.0,1.0,85,459
1490,AA,LAX,SEA,2023-03-04 01:00:00,13.0,8.0,95,1309
1491,UA,LAX,SFO,2023-03-04 02:00:00,23.0,-6.0,127,1143
1492,JB,LAX,PHX,2023-03-04 03:00:00,35.0,-10.0,59,826
1493,AA,DFW,SFO,2023-03-04 04:00:00,16.0,8.0,115,728
1494,UA,JFK,PHX,2023-03-04 05:00:00,39.0,18.0,86,849
1495,JB,LAX,MIA,2023-03-04 06:00:00,46.0,11.0,156,1179
1496,SW,ORD,SEA,2023-03-04 07:00:00,0.0,4.0,97,726
1497,JB,DEN,MIA,2023-03-04 08:00:00,,-10.0,229,378
1498,AA,LAX,SFO,2023-03-04 09:00:00,73.0,-10.0,188,453
1499,JB,ORD,SEA,2023-03-04 10:00:00,0.0,-3.0,104,800
1500,UA,ORD,SEA,2023-03-04 11:00:00,,1.0,107,594
